Doctor ID,Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration,MBBS,FCPS,BCS,MD,MS,MCPS,CCD,PGT,BDS,MPH,Gynae Problems,Cardiac Medicine,General Medicine,Aesthetic Medicine,Adolescent Medicine,Infectious Diseases,Geriatric Medicine,Polycystic Ovary Syndrome (Pcos),Hormone Dirtubances,Health Checkup (Pediatric)
2959,Dr. Tahmina Shirin Mini,"['MBBS', 'DGO', 'MCPS']",GYNECOLOGIST & OBSTETRICIAN,15,Aurora Specialized Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2960,Dr. Nur Jahan Begum,"['MBBS', 'BCS', 'DGO', 'MCPS']",GYNECOLOGIST & OBSTETRICIAN,27,Aurora Specialized Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2961,Dr. Mst. Nazmun Nahar Mina,"['MBBS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,30,Aurora Specialized Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Recurrent Miscarriages', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Menorrhagia (Menstrual Disorder)']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2962,Assoc. Prof. Dr. Farjana Begum,"['MBBS', 'FCPS']",GYNECOLOGISTS,19,Aurora Specialized Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2962,Assoc. Prof. Dr. Farjana Begum,"['MBBS', 'FCPS']",INFERTILITY SPECIALIST,19,Aurora Specialized Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2963,Dr. Delowara Begum,"['MBBS', 'FCPS']",GYNECOLOGISTS,32,Aurora Specialized Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2964,Dr. Arifa Sharmin,"['MBBS', 'FCPS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,25,Aurora Specialized Hospital Ltd.,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2965,Prof. Dr. Md. Abdul Wahab Khan,"['MBBS', 'FCPS', 'MMAD (GOLD MEDALIST)']",GENERAL SURGEON,15,Aurora Specialized Hospital Ltd.,Dhaka,"['Appendix Removal', 'Bariatric Surgery', 'Colonoscopy', 'Colorectal Surgery', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Hipato Biliary Surgery', 'Kidney Biopsies', 'Laparoscopic Hernial Repair', 'Laparoscopic Surgery', 'Liver Biopsy', 'Liver Resection', 'Lymph Node Biopsy', 'Minor Surgery', 'Robotic Surgery', 'Tubal Ligation And Reversal', 'Ectopic Pregnancy Removal']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,Prof. Dr. Md. Abdul Wahab Khan,"['MBBS', 'FCPS', 'MMAD (GOLD MEDALIST)']",LAPAROSCOPIC SURGEON,15,Aurora Specialized Hospital Ltd.,Dhaka,"['Appendix Removal', 'Bariatric Surgery', 'Colonoscopy', 'Colorectal Surgery', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Hipato Biliary Surgery', 'Kidney Biopsies', 'Laparoscopic Hernial Repair', 'Laparoscopic Surgery', 'Liver Biopsy', 'Liver Resection', 'Lymph Node Biopsy', 'Minor Surgery', 'Robotic Surgery', 'Tubal Ligation And Reversal', 'Ectopic Pregnancy Removal']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2966,Dr. Samia Mustari,"['MBBS', 'MS']",COLORECTAL SURGEON,19,Aurora Specialized Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure', 'Pancreas Removal']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,Dr. Abu Hena Mostofa Kamal,"['MBBS', 'BCS', 'FCPS', 'FIAGIS (INDIA)']",SURGEON,20,Aurora Specialized Hospital Ltd.,Dhaka,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,Dr. Md. Saifuddaula,"['MBBS', 'MCPS', 'MD']",GASTROENTEROLOGIST,25,Aurora Specialized Hospital Ltd.,Dhaka,"['Acidity Treatment', 'Celiac Disease', 'Constipation', 'Diarrhea', 'Diverticulitis', 'Gastritis Treatment', 'Gastroesophageal Reflux Disease (Gerd)', 'Gastrointestinal Bleeding', 'Gastrointestinal Motility Disorders', 'Gastroscopy', 'Inflammatory Bowel Disease (Ibd)', 'Irritable Bowel Syndrome (Ibs)', 'Lactose Intolerance', 'Malabsorption Syndromes', 'Peptic Ulcers', 'Stomach Ache']",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,Dr. Mahbubul Haque,"['MBBS', 'BCS', 'MS']",OTOLARYNGOLOGISTS (ENT),13,Aurora Specialized Hospital Ltd.,Dhaka,"['Adenoiditis', 'Allergies', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', 'Cholesteatoma']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,Assoc. Prof. Dr. Md. Salah Uddin,"['MBBS', 'FCPS']",OTOLARYNGOLOGISTS (ENT),19,Aurora Specialized Hospital Ltd.,Dhaka,"['Adenoiditis', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', 'Allergies']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,Dr. Syed Nazmul Islam,"['MBBS', 'BCS', 'MD', 'BSMMU', 'FCPS']",CARDIOLOGIST,17,Aurora Specialized Hospital Ltd.,Dhaka,"['Abnormal Heartbeat', 'Anticoagulation Therapy', 'Antiplatelet Therapy', 'Cardiac Medicine', 'Cardiac Rehabilitation', 'Cardiogenic Shock', 'Cardiomyopathy', 'Coronary Artery Disease (Cad)', 'Healthy Heart Diet', 'Heart Abnormalities', 'Heart Attack', 'Heart Infection (Endocarditis)', 'High Blood Pressure', 'High Cholesterol', 'General Cardiac Check-Up']",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2972,Asst. Prof. Dr. Md. Abul Hossen,"['MBBS', 'BCS', 'D-CARD', 'CCD']",CARDIOLOGIST,18,Aurora Specialized Hospital Ltd.,Dhaka,"['Abnormal Heartbeat', 'Anticoagulation Therapy', 'Antiplatelet Therapy', 'Cardiac Medicine', 'Cardiac Rehabilitation', 'Cardiogenic Shock', 'Coronary Artery Disease (Cad)', 'Healthy Heart Diet', 'Heart Abnormalities', 'Heart Attack', 'Heart Infection (Endocarditis)', 'High Blood Pressure', 'High Cholesterol', 'Cardiomyopathy']",1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2973,Dr. Manjuma Rahman,"['MBBS', 'MD']",HEMATOLOGIST,21,Square Hospitals Ltd,Dhaka,"['Anemia', 'Blood Clots', 'Blood Transfusion', 'Bone Marrow Failure Syndromes', 'Coagulation Disorders', 'Hemochromatosis (Excess Iron)', 'Hemoglobinopathies (E.G.', ' Hbs', ' Hbc)', 'Hemolytic Anemia', 'Hemophilia', 'Iron-Deficiency Anemia', 'Leukemia', 'Lymphoma', 'Plasma Cell Disorders', 'Sickle Cell Anemia', 'Thalassemia', 'Eosinophilic Disorders']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,Dr. Shoheli Sultana,"['MBBS', 'MD']",RADIOLOGIST,18,Square Hospitals Ltd,Dhaka,"['Breast Ultrasound', 'Computed Tomography (Ct)', 'Enchondroma', 'Gallbladder Cancer', 'Interventional Diagnostic', 'Magnetic Resonance Imaging (Mri)', 'Osteochondroma', 'Pancreatic Cancer', 'Pelvic Ultrasound', 'Positron Emission Tomography (Pet)', 'Pregnancy Ultrasound', 'Vascular Imaging', 'X-Rays', 'Chest Radiology']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975,Prof. Brig Gen (Retd.) Jahangir Alam,"['MBBS', 'MCPS', 'FCPS']",RADIOLOGIST,29,Square Hospitals Ltd,Dhaka,"['Breast Ultrasound', 'Chest Radiology', 'Computed Tomography (Ct)', 'Enchondroma', 'Gallbladder Cancer', 'Interventional Diagnostic', 'Magnetic Resonance Imaging (Mri)', 'Osteochondroma', 'Pancreatic Cancer', 'Pelvic Ultrasound', 'Positron Emission Tomography (Pet)', 'Pregnancy Ultrasound', 'Vascular Imaging', 'X-Rays', 'Neuroradiology']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,Dr. Sheikh Nafis - ur Rahman,"['MBBS', 'MD']",RADIOLOGIST,19,Square Hospitals Ltd,Dhaka,"['Breast Ultrasound', 'Chest Radiology', 'Computed Tomography (Ct)', 'Enchondroma', 'Gallbladder Cancer', 'Interventional Diagnostic', 'Magnetic Resonance Imaging (Mri)', 'Osteochondroma', 'Pancreatic Cancer', 'Pelvic Ultrasound', 'Positron Emission Tomography (Pet)', 'Pregnancy Ultrasound', 'Vascular Imaging', 'X-Rays', 'Neuroradiology']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2977,Prof. Dr. Sohely Rahman,"['MBBS', 'FCPS']",PHYSICAL MEDICINE,32,Square Hospitals Ltd,Dhaka,"['Amyotrophic Lateral Sclerosis (Als)', 'Carpal Tunnel Syndrome', 'Chronic Fatigue Syndrome', 'Degenerative Disc Disease', 'Joints Problem', 'Ligaments Problem', 'Meniscus Tear', 'Multiple Sclerosis (Ms)', 'Muscles Problem', 'Nerves Problem', 'Patellofemoral Pain Syndrome', 'Peripheral Nerve Injury', 'Plantar Fasciitis', 'Spinal Cord Problem', 'Traumatic Brain Injury (Tbi) Treatment', 'Osteoarthritis']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,Prof. Dr. M. A. Rashid,"['MBBS', 'FCPS', ' PARALYSIS & RHEUMATIC DISEASES)']",PHYSICAL MEDICINE,23,Square Hospitals Ltd,Dhaka,"['Amyotrophic Lateral Sclerosis (Als)', 'Carpal Tunnel Syndrome', 'Chronic Fatigue Syndrome', 'Degenerative Disc Disease', 'Joints Problem', 'Ligaments Problem', 'Meniscus Tear', 'Multiple Sclerosis (Ms)', 'Muscles Problem', 'Nerves Problem', 'Patellofemoral Pain Syndrome', 'Peripheral Nerve Injury', 'Plantar Fasciitis', 'Spinal Cord Problem', 'Traumatic Brain Injury (Tbi) Treatment', 'Osteoarthritis']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,Prof. Syed Md. Akram Hussain,"['MBBS', 'FCPS', 'FRCP', 'FRCP', 'FACP', 'MRCR (UK)']",ONCOLOGIST,32,Square Hospitals Ltd,Dhaka,"['Adnexal Tumors', 'Adrenal Cancer', 'Bladder Cancer', 'Bone-Marrow Transfusion', 'Colorectal Cancer', 'Gastrointestinal Stromal Tumors (Gist)', 'Gynecologic Oncology', ""Hodgkin'S Lymphoma"", 'Leukemia', 'Melanoma Treatment', 'Multiple Myeloma', 'Neuroblastoma', 'Pediatric Oncology', 'Soft Tissue Sarcoma', 'Thymic Carcinoma', 'Salivary Gland Tumors']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,Dr. Md. Salim Reza,"['MBBS', 'DM', 'FCPS']",ONCOLOGIST,28,Square Hospitals Ltd,Dhaka,"['Adnexal Tumors', 'Adrenal Cancer', 'Bladder Cancer', 'Bone-Marrow Transfusion', 'Colorectal Cancer', 'Gastrointestinal Stromal Tumors (Gist)', 'Gynecologic Oncology', ""Hodgkin'S Lymphoma"", 'Leukemia', 'Melanoma Treatment', 'Multiple Myeloma', 'Neuroblastoma', 'Pediatric Oncology', 'Soft Tissue Sarcoma', 'Thymic Carcinoma', 'Salivary Gland Tumors']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,Dr. Arunangshu Das,"['MBBS', 'FCPS']",ONCOLOGIST,17,Square Hospitals Ltd,Dhaka,"['Adnexal Tumors', 'Adrenal Cancer', 'Bladder Cancer', 'Bone-Marrow Transfusion', 'Colorectal Cancer', 'Gastrointestinal Stromal Tumors (Gist)', 'Gynecologic Oncology', ""Hodgkin'S Lymphoma"", 'Leukemia', 'Melanoma Treatment', 'Multiple Myeloma', 'Neuroblastoma', 'Pediatric Oncology', 'Soft Tissue Sarcoma', 'Thymic Carcinoma', 'Salivary Gland Tumors']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,Dr. Md. Sirazul Haque Ershad,"['MBBS', 'MS']",NEUROSURGEON,18,Square Hospitals Ltd,Dhaka,"['Abdominal Aortic Aneurysms', 'Anterior Cervical Discectomy And Fusion (Acdf)', 'Blood Clots', 'Brain Tumors', 'Chiari Decompression', 'Cranioplasty', 'Deep Brain Stimulation (Dbs)', 'Endovascular Coiling', 'Intracranial Pressure Monitoring', 'Peripheral Nerve Surgery', 'Pituitary Tumors', 'Spinal Fusion', 'Spine Problems', 'Vascular Problems', 'Shunt Placement']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2983,Dr. A M Rejaus Satter,"['MBBS', 'FCPS', 'MS']",NEUROSURGEON,19,Square Hospitals Ltd,Dhaka,"['Abdominal Aortic Aneurysms', 'Anterior Cervical Discectomy And Fusion (Acdf)', 'Blood Clots', 'Brain Tumors', 'Chiari Decompression', 'Cranioplasty', 'Deep Brain Stimulation (Dbs)', 'Endovascular Coiling', 'Intracranial Pressure Monitoring', 'Peripheral Nerve Surgery', 'Pituitary Tumors', 'Spinal Fusion', 'Spine Problems', 'Vascular Problems', 'Shunt Placement']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,Prof. Dr. Md. Abu Bakar,"['MBBS', 'FCPS', 'FACP', 'FRCP']",INTERNAL MEDICINE SPECIALIST,29,Square Hospitals Ltd,Dhaka,"['Abnormal Liver Biochemical And Function Tests', 'Abnormal Uterine Bleeding', 'Acquired Von Willebrand Syndrome', 'Acute Bacterial Meningitis', 'Acute Bronchitis', 'Anxiety Disorders Treatment', 'Bacterial Brain Abscess', 'Bleeding Peptic Ulcers', 'Cardiogenic Shock', 'Colonic Ischemia', 'Lactic Acidosis', 'Lyme Disease', ""Parkinson'S Disease"", 'Thrombotic Thrombocytopenic Purpura (Ttp)', 'Cellulitis & Skin Abscesses']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,Dr. Tasnova Mahin,"['MBBS', 'FCPS', 'MRCP']",INTERNAL MEDICINE SPECIALIST,13,Square Hospitals Ltd,Dhaka,"['Abnormal Liver Biochemical And Function Tests', 'Abnormal Uterine Bleeding', 'Acquired Von Willebrand Syndrome', 'Acute Bacterial Meningitis', 'Acute Bronchitis', 'Anxiety Disorders Treatment', 'Bacterial Brain Abscess', 'Bleeding Peptic Ulcers', 'Cardiogenic Shock', 'Colonic Ischemia', 'Lactic Acidosis', 'Lyme Disease', ""Parkinson'S Disease"", 'Thrombotic Thrombocytopenic Purpura (Ttp)', 'Cellulitis & Skin Abscesses']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2986,Dr. Shihan Mahmud Redwanul Huq,"['MBBS', 'MRCP', 'MRCP']",INTERNAL MEDICINE SPECIALIST,20,Square Hospitals Ltd,Dhaka,"['Abnormal Uterine Bleeding', 'Acquired Von Willebrand Syndrome', 'Acute Bacterial Meningitis', 'Acute Bronchitis', 'Anxiety Disorders Treatment', 'Bacterial Brain Abscess', 'Bleeding Peptic Ulcers', 'Cardiogenic Shock', 'Cellulitis & Skin Abscesses', 'Colonic Ischemia', 'Lactic Acidosis', 'Lyme Disease', ""Parkinson'S Disease"", 'Thrombotic Thrombocytopenic Purpura (Ttp)', 'Chronic Pancreatitis']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,Dr. Raziuddin Ahmed,"['MBBS', 'MRCP', 'EDIC (BELGIUM)']",INTERNAL MEDICINE SPECIALIST,15,Square Hospitals Ltd,Dhaka,"['Abnormal Liver Biochemical And Function Tests', 'Abnormal Uterine Bleeding', 'Acquired Von Willebrand Syndrome', 'Acute Bacterial Meningitis', 'Acute Bronchitis', 'Anxiety Disorders Treatment', 'Bacterial Brain Abscess', 'Bleeding Peptic Ulcers', 'Cardiogenic Shock', 'Colonic Ischemia', 'Lactic Acidosis', 'Lyme Disease', ""Parkinson'S Disease"", 'Thrombotic Thrombocytopenic Purpura (Ttp)', 'Cellulitis & Skin Abscesses']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,Dr. Jahangir Alam,"['MBBS', 'MRCP', 'FRCP']",INTERNAL MEDICINE SPECIALIST,25,Square Hospitals Ltd,Dhaka,"['Abnormal Liver Biochemical And Function Tests', 'Abnormal Uterine Bleeding', 'Acquired Von Willebrand Syndrome', 'Acute Bacterial Meningitis', 'Acute Bronchitis', 'Anxiety Disorders Treatment', 'Bacterial Brain Abscess', 'Bleeding Peptic Ulcers', 'Cardiogenic Shock', 'Colonic Ischemia', 'Lactic Acidosis', 'Lyme Disease', ""Parkinson'S Disease"", 'Thrombotic Thrombocytopenic Purpura (Ttp)', 'Cellulitis & Skin Abscesses']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,Dr. Jahangir Alam,"['MBBS', 'MRCP', 'FRCP']",DIABETES SPECIALIST,25,Square Hospitals Ltd,Dhaka,"['Abnormal Liver Biochemical And Function Tests', 'Abnormal Uterine Bleeding', 'Acquired Von Willebrand Syndrome', 'Acute Bacterial Meningitis', 'Acute Bronchitis', 'Anxiety Disorders Treatment', 'Bacterial Brain Abscess', 'Bleeding Peptic Ulcers', 'Cardiogenic Shock', 'Colonic Ischemia', 'Lactic Acidosis', 'Lyme Disease', ""Parkinson'S Disease"", 'Thrombotic Thrombocytopenic Purpura (Ttp)', 'Cellulitis & Skin Abscesses']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,Dr. Deepankar Kumar Basak,"['MBBS', 'FCPS']",INTERNAL MEDICINE SPECIALIST,19,Square Hospitals Ltd,Dhaka,"['Abnormal Liver Biochemical And Function Tests', 'Abnormal Uterine Bleeding', 'Acquired Von Willebrand Syndrome', 'Acute Bacterial Meningitis', 'Acute Bronchitis', 'Anxiety Disorders Treatment', 'Bacterial Brain Abscess', 'Bleeding Peptic Ulcers', 'Colonic Ischemia', 'Lactic Acidosis', 'Lyme Disease', ""Parkinson'S Disease"", 'Thrombotic Thrombocytopenic Purpura (Ttp)', 'Cardiogenic Shock']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,Prof. Dr. Laila Shirin,"['MBBS', 'FCPS', 'MS']",GENERAL SURGEON,21,Islami Bank Hospital | Motijheel,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advance Laparoscopic Surgeries', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Valve Surgery', 'Gynaec Laparoscopy', 'Laparoscopic & Open Surgery For Colon Cancer', 'Laparoscopic Appendectomy', 'Laparoscopic Adjustable Gastric Band']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,Prof. Dr. Laila Shirin,"['MBBS', 'FCPS', 'MS']",COLORECTAL & LAPAROSCOPIC SURGEON,21,Islami Bank Hospital | Motijheel,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advance Laparoscopic Surgeries', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Valve Surgery', 'Gynaec Laparoscopy', 'Laparoscopic & Open Surgery For Colon Cancer', 'Laparoscopic Appendectomy', 'Laparoscopic Adjustable Gastric Band']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,Dr. Ataur Rahman Khan,"['MBBS', 'MD']",INTERNAL MEDICINE SPECIALIST,30,Square Hospitals Ltd,Dhaka,"['Abnormal Liver Biochemical And Function Tests', 'Abnormal Uterine Bleeding', 'Acquired Von Willebrand Syndrome', 'Acute Bacterial Meningitis', 'Acute Bronchitis', 'Anxiety Disorders Treatment', 'Bacterial Brain Abscess', 'Bleeding Peptic Ulcers', 'Cardiogenic Shock', 'Colonic Ischemia', 'Lactic Acidosis', 'Lyme Disease', ""Parkinson'S Disease"", 'Thrombotic Thrombocytopenic Purpura (Ttp)', 'Cellulitis & Skin Abscesses']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,Dr. Ahmad Mursel Anam,"['MBBS', 'MRCP', 'MS', 'FRCP']",INTERNAL MEDICINE,17,Square Hospitals Ltd,Dhaka,"['Abnormal Liver Biochemical And Function Tests', 'Abnormal Uterine Bleeding', 'Acquired Von Willebrand Syndrome', 'Acute Bacterial Meningitis', 'Acute Bronchitis', 'Anxiety Disorders Treatment', 'Bacterial Brain Abscess', 'Bleeding Peptic Ulcers', 'Colonic Ischemia', 'Lactic Acidosis', 'Lyme Disease', ""Parkinson'S Disease"", 'Thrombotic Thrombocytopenic Purpura (Ttp)', 'Cardiogenic Shock']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,Prof. Sk. Md. Bahar Hussain,"['MBBS', 'FCPS', 'FACP', 'FRCP', 'F. GASTRO (SHANGHAI)', 'FRCP']",GASTROENTEROLOGIST,32,Square Hospitals Ltd,Dhaka,"['Acidity Treatment', 'Celiac Disease', 'Constipation', 'Diarrhea', 'Diverticulitis', 'Gastritis Treatment', 'Gastroesophageal Reflux Disease (Gerd)', 'Gastrointestinal Bleeding', 'Gastroscopy', 'Inflammatory Bowel Disease (Ibd)', 'Irritable Bowel Syndrome (Ibs)', 'Lactose Intolerance', 'Malabsorption Syndromes', 'Peptic Ulcers', 'Gastrointestinal Motility Disorders']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,Dr. Fowaz Hussain Shuvo,"['MBBS', 'MD']",GASTROENTEROLOGIST,25,Square Hospitals Ltd,Dhaka,"['Acidity Treatment', 'Celiac Disease', 'Diverticulitis', 'Gastritis Treatment', 'Gastroesophageal Reflux Disease (Gerd)', 'Gastrointestinal Bleeding', 'Gastroscopy', 'Inflammatory Bowel Disease (Ibd)', 'Irritable Bowel Syndrome (Ibs)', 'Lactose Intolerance', 'Peptic Ulcers', 'Constipation']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,Tapati Shaha,"['MS', ' DU)', 'BSC', ' DU)']",NUTRITIONIST,16,Square Hospitals Ltd,Dhaka,"['Diabetes Management', 'Diet Management', 'Food Allergies', 'Food Sensitivity Management', 'Gastroparesis', 'Geriatric Nutrition', 'Healthy Heart Diet', 'Mindful Eating', 'Naonatal Nutrition', 'Nutritional Assessment', 'Nutritional Support For Pregnancy', 'Pcod/ Pcos Diet Counselling', 'Sports Nutrition', 'Weight Loss Diet Counseling', 'Nutritional Supplements']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
